,Country,Lig,home_team,away_team,home_score,away_score,season_year,Date_day,Date_hour
3690,France,lig-1,Metz,Nantes,1,1,2014/2015,16.08,21:00
3691,France,lig-1,Rennes,Thonon-Evian,6,2,2014/2015,16.08,21:00
3692,France,lig-1,Toulouse,Lyon,2,1,2014/2015,16.08,21:00
3693,France,lig-1,PSG,Bastia,2,0,2014/2015,16.08,18:00
3694,France,lig-1,Caen,Lille,0,1,2014/2015,15.08,21:30
3695,France,lig-1,Monaco,Lorient,1,2,2014/2015,10.08,22:00
3696,France,lig-1,Lyon,Rennes,2,0,2014/2015,10.08,18:00
3697,France,lig-1,Bastia,Marsilya,3,3,2014/2015,09.08,22:00
3698,France,lig-1,Guingamp,St. Etienne,0,2,2014/2015,09.08,22:00
3699,France,lig-1,Lille,Metz,0,0,2014/2015,09.08,22:00
3700,France,lig-1,Montpellier,Bordeaux,0,1,2014/2015,09.08,22:00
3701,France,lig-1,Nantes,Lens,1,0,2014/2015,09.08,22:00
3702,France,lig-1,Nice,Toulouse,3,2,2014/2015,09.08,22:00
3703,France,lig-1,Thonon-Evian,Caen,0,3,2014/2015,09.08,22:00
3704,France,lig-1,Reims,PSG,2,2,2014/2015,08.08,21:30
3705,France,lig-1,Bastia,Nantes,0,0,2013/2014,17.05,22:00
3706,France,lig-1,Lorient,Lille,1,4,2013/2014,17.05,22:00
3707,France,lig-1,Marsilya,Guingamp,1,0,2013/2014,17.05,22:00
3708,France,lig-1,Monaco,Bordeaux,1,1,2013/2014,17.05,22:00
3709,France,lig-1,Nice,Lyon,0,1,2013/2014,17.05,22:00
3710,France,lig-1,PSG,Montpellier,4,0,2013/2014,17.05,22:00
3711,France,lig-1,Reims,Rennes,1,3,2013/2014,17.05,22:00
3712,France,lig-1,Sochaux,Thonon-Evian,0,3,2013/2014,17.05,22:00
3713,France,lig-1,St. Etienne,AC Ajaccio,3,1,2013/2014,17.05,22:00
3714,France,lig-1,Toulouse,Valenciennes,3,1,2013/2014,17.05,22:00
3715,France,lig-1,AC Ajaccio,Reims,2,1,2013/2014,10.05,22:00
3716,France,lig-1,Bordeaux,Marsilya,1,1,2013/2014,10.05,22:00
3717,France,lig-1,Guingamp,Toulouse,2,0,2013/2014,10.05,22:00
3718,France,lig-1,Lille,PSG,1,3,2013/2014,10.05,22:00
3719,France,lig-1,"Lyon
2",Lorient,0,1,2013/2014,10.05,22:00
3720,France,lig-1,Montpellier,Bastia,0,2,2013/2014,10.05,22:00
3721,France,lig-1,Nantes,St. Etienne,1,3,2013/2014,10.05,22:00
3722,France,lig-1,Rennes,Sochaux,1,2,2013/2014,10.05,22:00
3723,France,lig-1,Thonon-Evian,Nice,2,0,2013/2014,10.05,22:00
3724,France,lig-1,Valenciennes,Monaco,1,2,2013/2014,10.05,22:00
3725,France,lig-1,PSG,Rennes,1,2,2013/2014,07.05,22:00
3726,France,lig-1,Monaco,Guingamp,1,1,2013/2014,07.05,20:00
3727,France,lig-1,Marsilya,Lyon,4,2,2013/2014,04.05,22:00
3728,France,lig-1,Lorient,AC Ajaccio,1,0,2013/2014,04.05,18:00
3729,France,lig-1,Reims,Thonon-Evian,1,0,2013/2014,04.05,18:00
3730,France,lig-1,Sochaux,Nice,2,0,2013/2014,04.05,18:00
3731,France,lig-1,Toulouse,Nantes,1,1,2013/2014,04.05,18:00
3732,France,lig-1,Valenciennes,Bordeaux,0,1,2013/2014,04.05,18:00
3733,France,lig-1,St. Etienne,Montpellier,2,0,2013/2014,04.05,15:00
3734,France,lig-1,Bastia,Lille,1,1,2013/2014,02.05,21:30
3735,France,lig-1,Lille,Bordeaux,2,1,2013/2014,27.04,22:00
3736,France,lig-1,Lyon,Bastia,4,1,2013/2014,27.04,18:00
3737,France,lig-1,Sochaux,PSG,1,1,2013/2014,27.04,15:00
3738,France,lig-1,Guingamp,Valenciennes,1,0,2013/2014,26.04,21:00
3739,France,lig-1,Montpellier,Toulouse,2,1,2013/2014,26.04,21:00
3740,France,lig-1,Nice,Reims,1,0,2013/2014,26.04,21:00
3741,France,lig-1,Rennes,Lorient,1,1,2013/2014,26.04,21:00
3742,France,lig-1,"Thonon-Evian
2",St. Etienne,1,2,2013/2014,26.04,21:00
3743,France,lig-1,AC Ajaccio,Monaco,1,4,2013/2014,26.04,18:00
3744,France,lig-1,Nantes,Marsilya,1,1,2013/2014,25.04,21:30
3745,France,lig-1,PSG,Thonon-Evian,1,0,2013/2014,23.04,19:30
3746,France,lig-1,Toulouse,Lyon,0,0,2013/2014,23.04,19:30
3747,France,lig-1,Marsilya,Lille,0,0,2013/2014,20.04,22:00
3748,France,lig-1,Bastia,AC Ajaccio,2,1,2013/2014,20.04,18:00
3749,France,lig-1,Bordeaux,Guingamp,5,1,2013/2014,20.04,18:00
3750,France,lig-1,Lorient,Montpellier,4,4,2013/2014,20.04,18:00
3751,France,lig-1,Reims,Sochaux,0,1,2013/2014,20.04,18:00
3752,France,lig-1,Valenciennes,Nantes,2,6,2013/2014,20.04,18:00
3753,France,lig-1,Monaco,Nice,1,0,2013/2014,20.04,15:00
3754,France,lig-1,St. Etienne,Rennes,0,0,2013/2014,18.04,21:30
3755,France,lig-1,Lyon,PSG,1,0,2013/2014,13.04,22:00
3756,France,lig-1,Reims,St. Etienne,2,2,2013/2014,13.04,18:00
3757,France,lig-1,Nantes,Guingamp,1,0,2013/2014,13.04,15:00
3758,France,lig-1,AC Ajaccio,Bordeaux,1,1,2013/2014,12.04,21:00
3759,France,lig-1,Nice,Lorient,1,2,2013/2014,12.04,21:00
3760,France,lig-1,Rennes,Monaco,0,1,2013/2014,12.04,21:00
3761,France,lig-1,Sochaux,Toulouse,2,0,2013/2014,12.04,21:00
3762,France,lig-1,Thonon-Evian,Bastia,2,1,2013/2014,12.04,21:00
3763,France,lig-1,Lille,Valenciennes,1,0,2013/2014,12.04,18:00
3764,France,lig-1,Montpellier,Marsilya,2,3,2013/2014,11.04,21:30
3765,France,lig-1,Monaco,Nantes,3,1,2013/2014,06.04,22:00
3766,France,lig-1,Valenciennes,Lyon,1,2,2013/2014,06.04,18:00
3767,France,lig-1,St. Etienne,Nice,1,1,2013/2014,06.04,15:00
3768,France,lig-1,Bastia,Sochaux,2,2,2013/2014,05.04,21:00
3769,France,lig-1,Bordeaux,Rennes,2,2,2013/2014,05.04,21:00
3770,France,lig-1,Guingamp,Montpellier,1,2,2013/2014,05.04,21:00
3771,France,lig-1,Lorient,Thonon-Evian,1,1,2013/2014,05.04,21:00
3772,France,lig-1,Toulouse,"Lille
2",1,2,2013/2014,05.04,21:00
3773,France,lig-1,PSG,Reims,3,0,2013/2014,05.04,18:00
3774,France,lig-1,Marsilya,AC Ajaccio,3,1,2013/2014,04.04,21:30
3775,France,lig-1,Lyon,St. Etienne,1,2,2013/2014,30.03,21:00
3776,France,lig-1,Lille,Guingamp,1,0,2013/2014,30.03,17:00
3777,France,lig-1,Rennes,Bastia,3,0,2013/2014,30.03,14:00
3778,France,lig-1,AC Ajaccio,Toulouse,2,2,2013/2014,29.03,21:00
3779,France,lig-1,Montpellier,Valenciennes,0,0,2013/2014,29.03,21:00
3780,France,lig-1,Nantes,Bordeaux,0,0,2013/2014,29.03,21:00
3781,France,lig-1,Reims,Lorient,1,1,2013/2014,29.03,21:00
3782,France,lig-1,Thonon-Evian,Monaco,1,0,2013/2014,29.03,21:00
3783,France,lig-1,Sochaux,Marsilya,1,1,2013/2014,29.03,18:00
3784,France,lig-1,Nice,PSG,0,1,2013/2014,28.03,21:30
3785,France,lig-1,Monaco,Lille,1,1,2013/2014,23.03,22:00
3786,France,lig-1,Guingamp,Lyon,0,1,2013/2014,23.03,18:00
3787,France,lig-1,St. Etienne,Sochaux,3,1,2013/2014,23.03,15:00
3788,France,lig-1,Bastia,Reims,2,0,2013/2014,22.03,21:00
3789,France,lig-1,Bordeaux,Nice,1,1,2013/2014,22.03,21:00
3790,France,lig-1,Nantes,"Montpellier
2",2,1,2013/2014,22.03,21:00
3791,France,lig-1,Toulouse,Thonon-Evian,1,1,2013/2014,22.03,21:00
3792,France,lig-1,Valenciennes,AC Ajaccio,2,3,2013/2014,22.03,21:00
3793,France,lig-1,Marsilya,Rennes,0,1,2013/2014,22.03,18:00
3794,France,lig-1,Lorient,PSG,0,1,2013/2014,21.03,21:30
3795,France,lig-1,PSG,St. Etienne,2,0,2013/2014,16.03,22:00
3796,France,lig-1,Lyon,Monaco,2,3,2013/2014,16.03,18:00
3797,France,lig-1,Montpellier,Bordeaux,1,1,2013/2014,16.03,15:00
3798,France,lig-1,AC Ajaccio,Guingamp,1,2,2013/2014,15.03,21:00
3799,France,lig-1,Nice,Bastia,2,0,2013/2014,15.03,21:00
3800,France,lig-1,Rennes,Toulouse,2,3,2013/2014,15.03,21:00
3801,France,lig-1,Sochaux,Lorient,2,0,2013/2014,15.03,21:00
3802,France,lig-1,Thonon-Evian,Valenciennes,0,1,2013/2014,15.03,21:00
3803,France,lig-1,Lille,Nantes,0,0,2013/2014,15.03,17:30
3804,France,lig-1,Reims,Marsilya,1,1,2013/2014,14.03,21:30
3805,France,lig-1,Bordeaux,Lyon,1,2,2013/2014,09.03,22:00
3806,France,lig-1,Lorient,St. Etienne,1,0,2013/2014,09.03,18:00
3807,France,lig-1,Lille,Montpellier,2,0,2013/2014,09.03,15:00
3808,France,lig-1,Guingamp,Thonon-Evian,0,1,2013/2014,08.03,21:00
3809,France,lig-1,Monaco,Sochaux,2,1,2013/2014,08.03,21:00
3810,France,lig-1,Nantes,AC Ajaccio,2,2,2013/2014,08.03,21:00
3811,France,lig-1,Toulouse,Reims,3,2,2013/2014,08.03,21:00
3812,France,lig-1,Valenciennes,Rennes,2,1,2013/2014,08.03,21:00
3813,France,lig-1,Bastia,PSG,0,3,2013/2014,08.03,17:30
3814,France,lig-1,Marsilya,Nice,0,1,2013/2014,07.03,21:30
3815,France,lig-1,PSG,Marsilya,2,0,2013/2014,02.03,22:00
3816,France,lig-1,Lyon,Montpellier,0,0,2013/2014,02.03,18:00
3817,France,lig-1,AC Ajaccio,Lille,2,3,2013/2014,02.03,15:00
3818,France,lig-1,Lorient,Bastia,1,1,2013/2014,01.03,21:00
3819,France,lig-1,Nice,Toulouse,0,2,2013/2014,01.03,21:00
3820,France,lig-1,Reims,Valenciennes,3,1,2013/2014,01.03,21:00
3821,France,lig-1,Rennes,Guingamp,0,2,2013/2014,01.03,21:00
3822,France,lig-1,Sochaux,Bordeaux,2,0,2013/2014,01.03,21:00
3823,France,lig-1,St. Etienne,Monaco,2,0,2013/2014,01.03,18:00
3824,France,lig-1,Thonon-Evian,Nantes,2,0,2013/2014,28.02,21:30
3825,France,lig-1,Bordeaux,Lorient,3,2,2013/2014,25.02,19:30
3826,France,lig-1,Lille,Lyon,0,0,2013/2014,23.02,22:00
3827,France,lig-1,Nantes,Rennes,0,3,2013/2014,23.02,18:00
3828,France,lig-1,Toulouse,PSG,2,4,2013/2014,23.02,15:00
3829,France,lig-1,Bastia,St. Etienne,0,2,2013/2014,22.02,21:00
3830,France,lig-1,Bordeaux,Thonon-Evian,2,1,2013/2014,22.02,21:00
3831,France,lig-1,Guingamp,Nice,1,0,2013/2014,22.02,21:00
3832,France,lig-1,Montpellier,AC Ajaccio,2,0,2013/2014,22.02,21:00
3833,France,lig-1,Valenciennes,Sochaux,2,2,2013/2014,22.02,21:00
3834,France,lig-1,Marsilya,Lorient,1,0,2013/2014,22.02,18:00
3835,France,lig-1,Monaco,Reims,3,2,2013/2014,21.02,21:30
3836,France,lig-1,St. Etienne,Marsilya,1,1,2013/2014,16.02,22:00
3837,France,lig-1,Thonon-Evian,Lille,2,2,2013/2014,16.02,18:00
3838,France,lig-1,Lyon,AC Ajaccio,3,1,2013/2014,16.02,15:00
3839,France,lig-1,Lorient,Toulouse,1,3,2013/2014,15.02,21:00
3840,France,lig-1,Nice,Nantes,0,0,2013/2014,15.02,21:00
3841,France,lig-1,Reims,Bordeaux,1,0,2013/2014,15.02,21:00
3842,France,lig-1,Rennes,Montpellier,2,2,2013/2014,15.02,21:00
3843,France,lig-1,Sochaux,Guingamp,1,0,2013/2014,15.02,21:00
3844,France,lig-1,Bastia,Monaco,0,2,2013/2014,15.02,18:00
3845,France,lig-1,PSG,Valenciennes,3,0,2013/2014,14.02,21:30
3846,France,lig-1,Toulouse,Bastia,1,3,2013/2014,11.02,21:30
3847,France,lig-1,Monaco,PSG,1,1,2013/2014,09.02,22:00
3848,France,lig-1,Nantes,Lyon,1,2,2013/2014,09.02,15:00
3849,France,lig-1,AC Ajaccio,Rennes,3,1,2013/2014,08.02,21:00
3850,France,lig-1,Guingamp,Reims,1,2,2013/2014,08.02,21:00
3851,France,lig-1,Lille,Sochaux,2,0,2013/2014,08.02,21:00
3852,France,lig-1,Montpellier,Thonon-Evian,1,1,2013/2014,08.02,21:00
3853,France,lig-1,Valenciennes,Nice,2,1,2013/2014,08.02,21:00
3854,France,lig-1,Marsilya,Bastia,3,0,2013/2014,08.02,18:00
3855,France,lig-1,Toulouse,St. Etienne,0,0,2013/2014,07.02,21:30
3856,France,lig-1,Marsilya,Toulouse,2,2,2013/2014,02.02,22:00
3857,France,lig-1,Rennes,Lyon,2,0,2013/2014,02.02,18:00
3858,France,lig-1,Nice,Lille,1,0,2013/2014,02.02,15:00
3859,France,lig-1,Bastia,Guingamp,3,2,2013/2014,01.02,21:00
3860,France,lig-1,Reims,Montpellier,2,4,2013/2014,01.02,21:00
3861,France,lig-1,Sochaux,Nantes,1,0,2013/2014,01.02,21:00
3862,France,lig-1,St. Etienne,Valenciennes,3,0,2013/2014,01.02,21:00
3863,France,lig-1,Thonon-Evian,AC Ajaccio,1,1,2013/2014,01.02,21:00
3864,France,lig-1,Lorient,Monaco,2,2,2013/2014,01.02,17:30
3865,France,lig-1,PSG,Bordeaux,2,0,2013/2014,31.01,21:30
3866,France,lig-1,Marsilya,Valenciennes,2,1,2013/2014,29.01,20:00
3867,France,lig-1,Monaco,Marsilya,2,0,2013/2014,26.01,22:00
3868,France,lig-1,Bordeaux,St. Etienne,2,0,2013/2014,26.01,18:00
3869,France,lig-1,Lyon,Thonon-Evian,3,0,2013/2014,26.01,15:00
3870,France,lig-1,AC Ajaccio,Sochaux,1,1,2013/2014,25.01,21:00
3871,France,lig-1,Montpellier,Nice,3,1,2013/2014,25.01,21:00
3872,France,lig-1,Nantes,Reims,0,0,2013/2014,25.01,21:00
3873,France,lig-1,Valenciennes,Lorient,1,1,2013/2014,25.01,21:00
3874,France,lig-1,Guingamp,PSG,1,1,2013/2014,25.01,18:00
3875,France,lig-1,Lille,Rennes,1,1,2013/2014,24.01,21:30
3876,France,lig-1,PSG,Nantes,5,0,2013/2014,19.01,22:00
3877,France,lig-1,Toulouse,Monaco,0,2,2013/2014,19.01,18:00
3878,France,lig-1,Reims,Lyon,0,2,2013/2014,19.01,15:00
3879,France,lig-1,Bastia,Bordeaux,1,0,2013/2014,18.01,21:00
3880,France,lig-1,Lorient,Guingamp,2,0,2013/2014,18.01,21:00
3881,France,lig-1,Nice,AC Ajaccio,2,0,2013/2014,18.01,21:00
3882,France,lig-1,Rennes,Thonon-Evian,0,0,2013/2014,18.01,21:00
3883,France,lig-1,Sochaux,Montpellier,0,2,2013/2014,18.01,21:00
3884,France,lig-1,St. Etienne,Lille,2,0,2013/2014,17.01,21:30
3885,France,lig-1,Lille,Reims,1,2,2013/2014,12.01,22:00
3886,France,lig-1,Thonon-Evian,Marsilya,1,2,2013/2014,12.01,18:00
3887,France,lig-1,Nantes,Lorient,1,0,2013/2014,12.01,15:00
3888,France,lig-1,Bordeaux,Toulouse,0,1,2013/2014,11.01,21:00
3889,France,lig-1,Guingamp,St. Etienne,0,0,2013/2014,11.01,21:00
3890,France,lig-1,Lyon,Sochaux,2,0,2013/2014,11.01,21:00
3891,France,lig-1,Rennes,Nice,0,0,2013/2014,11.01,21:00
3892,France,lig-1,Valenciennes,Bastia,3,2,2013/2014,11.01,21:00
3893,France,lig-1,AC Ajaccio,PSG,1,2,2013/2014,11.01,18:00
3894,France,lig-1,Montpellier,Monaco,1,1,2013/2014,10.01,21:30
3895,France,lig-1,St. Etienne,Thonon-Evian,1,0,2013/2014,08.01,21:45
3896,France,lig-1,PSG,Lille,2,2,2013/2014,22.12,22:00
3897,France,lig-1,Lorient,Lyon,2,2,2013/2014,22.12,18:00
3898,France,lig-1,Marsilya,Bordeaux,2,2,2013/2014,22.12,15:00
3899,France,lig-1,Bastia,Montpellier,0,0,2013/2014,21.12,21:00
3900,France,lig-1,Nice,Thonon-Evian,3,1,2013/2014,21.12,21:00
3901,France,lig-1,Reims,AC Ajaccio,4,1,2013/2014,21.12,21:00
3902,France,lig-1,Sochaux,Rennes,2,1,2013/2014,21.12,21:00
3903,France,lig-1,Toulouse,Guingamp,0,0,2013/2014,21.12,21:00
3904,France,lig-1,St. Etienne,Nantes,2,0,2013/2014,21.12,18:00
3905,France,lig-1,Monaco,Valenciennes,1,2,2013/2014,20.12,21:30
3906,France,lig-1,Lyon,Marsilya,2,2,2013/2014,15.12,22:00
3907,France,lig-1,Lille,Bastia,2,1,2013/2014,15.12,18:00
3908,France,lig-1,Bordeaux,Valenciennes,2,1,2013/2014,15.12,15:00
3909,France,lig-1,AC Ajaccio,Lorient,1,2,2013/2014,14.12,21:00
3910,France,lig-1,Guingamp,Monaco,0,2,2013/2014,14.12,21:00
3911,France,lig-1,Nantes,Toulouse,1,2,2013/2014,14.12,21:00
3912,France,lig-1,Nice,Sochaux,1,0,2013/2014,14.12,21:00
3913,France,lig-1,Thonon-Evian,Reims,1,1,2013/2014,14.12,21:00
3914,France,lig-1,Rennes,PSG,1,3,2013/2014,14.12,18:00
3915,France,lig-1,Montpellier,St. Etienne,0,1,2013/2014,13.12,21:30
3916,France,lig-1,Monaco,AC Ajaccio,1,0,2013/2014,08.12,22:00
3917,France,lig-1,Bastia,Lyon,1,3,2013/2014,08.12,18:00
3918,France,lig-1,Toulouse,Montpellier,1,1,2013/2014,08.12,18:00
3919,France,lig-1,Bordeaux,Lille,1,0,2013/2014,08.12,15:00
3920,France,lig-1,Lorient,Rennes,2,0,2013/2014,07.12,21:00
3921,France,lig-1,Reims,Nice,1,0,2013/2014,07.12,21:00
3922,France,lig-1,Valenciennes,Guingamp,1,1,2013/2014,07.12,21:00
3923,France,lig-1,PSG,Sochaux,5,0,2013/2014,07.12,18:00
3924,France,lig-1,Marsilya,Nantes,0,1,2013/2014,06.12,21:30
3925,France,lig-1,Lyon,Toulouse,1,1,2013/2014,05.12,22:00
3926,France,lig-1,Thonon-Evian,PSG,2,0,2013/2014,04.12,22:00
3927,France,lig-1,AC Ajaccio,Bastia,1,1,2013/2014,04.12,20:00
3928,France,lig-1,Guingamp,Bordeaux,0,1,2013/2014,04.12,20:00
3929,France,lig-1,"Montpellier
2",Lorient,0,2,2013/2014,04.12,20:00
3930,France,lig-1,Rennes,St. Etienne,3,1,2013/2014,04.12,20:00
3931,France,lig-1,Sochaux,Reims,0,2,2013/2014,04.12,20:00
3932,France,lig-1,Nice,Monaco,0,3,2013/2014,03.12,22:00
3933,France,lig-1,Lille,Marsilya,1,0,2013/2014,03.12,20:00
3934,France,lig-1,Nantes,Valenciennes,2,1,2013/2014,03.12,20:00
3935,France,lig-1,PSG,Lyon,4,0,2013/2014,01.12,22:00
3936,France,lig-1,Bastia,Thonon-Evian,2,0,2013/2014,01.12,18:00
3937,France,lig-1,Bordeaux,AC Ajaccio,4,0,2013/2014,01.12,15:00
3938,France,lig-1,Guingamp,Nantes,1,0,2013/2014,30.11,21:00
3939,France,lig-1,Lorient,Nice,3,0,2013/2014,30.11,21:00
3940,France,lig-1,Toulouse,Sochaux,5,1,2013/2014,30.11,21:00
3941,France,lig-1,Valenciennes,Lille,0,1,2013/2014,30.11,21:00
3942,France,lig-1,Monaco,Rennes,2,0,2013/2014,30.11,18:00
3943,France,lig-1,St. Etienne,Reims,4,0,2013/2014,30.11,16:00
3944,France,lig-1,Marsilya,Montpellier,2,0,2013/2014,29.11,21:30
3945,France,lig-1,Nantes,Monaco,0,1,2013/2014,24.11,22:00
3946,France,lig-1,Nice,St. Etienne,0,1,2013/2014,24.11,18:00
3947,France,lig-1,Lille,Toulouse,1,0,2013/2014,24.11,15:00
3948,France,lig-1,Lyon,Valenciennes,1,1,2013/2014,23.11,21:00
3949,France,lig-1,Montpellier,Guingamp,1,1,2013/2014,23.11,21:00
3950,France,lig-1,Rennes,Bordeaux,1,1,2013/2014,23.11,21:00
3951,France,lig-1,Sochaux,Bastia,1,1,2013/2014,23.11,21:00
3952,France,lig-1,Thonon-Evian,Lorient,0,4,2013/2014,23.11,21:00
3953,France,lig-1,Reims,PSG,0,3,2013/2014,23.11,18:00
3954,France,lig-1,AC Ajaccio,Marsilya,1,3,2013/2014,22.11,21:30
3955,France,lig-1,St. Etienne,Lyon,1,2,2013/2014,10.11,22:00
3956,France,lig-1,Marsilya,Sochaux,2,1,2013/2014,10.11,18:00
3957,France,lig-1,Bordeaux,Nantes,0,3,2013/2014,10.11,15:00
3958,France,lig-1,Bastia,Rennes,1,0,2013/2014,09.11,21:00
3959,France,lig-1,Guingamp,Lille,0,0,2013/2014,09.11,21:00
3960,France,lig-1,Lorient,Reims,0,0,2013/2014,09.11,21:00
3961,France,lig-1,Toulouse,AC Ajaccio,1,1,2013/2014,09.11,21:00
3962,France,lig-1,Valenciennes,Montpellier,1,1,2013/2014,09.11,21:00
3963,France,lig-1,PSG,Nice,3,1,2013/2014,09.11,18:00
3964,France,lig-1,Monaco,Thonon-Evian,1,1,2013/2014,08.11,21:30
3965,France,lig-1,Lille,Monaco,2,0,2013/2014,03.11,22:00
3966,France,lig-1,Montpellier,Nantes,1,1,2013/2014,03.11,18:00
3967,France,lig-1,Nice,Bordeaux,1,2,2013/2014,03.11,15:00
3968,France,lig-1,AC Ajaccio,Valenciennes,1,3,2013/2014,02.11,21:00
3969,France,lig-1,Lyon,Guingamp,2,0,2013/2014,02.11,21:00
3970,France,lig-1,Reims,Bastia,4,2,2013/2014,02.11,21:00
3971,France,lig-1,Sochaux,St. Etienne,0,0,2013/2014,02.11,21:00
3972,France,lig-1,Thonon-Evian,Toulouse,2,1,2013/2014,02.11,21:00
3973,France,lig-1,Rennes,Marsilya,1,1,2013/2014,02.11,18:00
3974,France,lig-1,PSG,Lorient,4,0,2013/2014,01.11,21:30
3975,France,lig-1,St. Etienne,PSG,2,2,2013/2014,27.01,22:00
3976,France,lig-1,Monaco,Lyon,2,1,2013/2014,27.01,18:00
3977,France,lig-1,Bordeaux,Montpellier,2,0,2013/2014,27.01,15:00
3978,France,lig-1,Bastia,Nice,1,0,2013/2014,26.01,21:00
3979,France,lig-1,Guingamp,AC Ajaccio,2,1,2013/2014,26.01,21:00
3980,France,lig-1,Lorient,Sochaux,2,1,2013/2014,26.01,21:00
3981,France,lig-1,Toulouse,Rennes,0,5,2013/2014,26.01,21:00
3982,France,lig-1,Valenciennes,Thonon-Evian,0,1,2013/2014,26.01,21:00
3983,France,lig-1,Marsilya,Reims,2,3,2013/2014,26.01,18:00
3984,France,lig-1,Nantes,Lille,0,1,2013/2014,25.01,21:30
3985,France,lig-1,Lyon,Bordeaux,1,1,2013/2014,20.01,22:00
3986,France,lig-1,St. Etienne,Lorient,3,2,2013/2014,20.01,18:00
3987,France,lig-1,Sochaux,Monaco,2,2,2013/2014,20.01,15:00
3988,France,lig-1,AC Ajaccio,Nantes,0,1,2013/2014,19.01,21:00
3989,France,lig-1,Montpellier,Lille,0,1,2013/2014,19.01,21:00
3990,France,lig-1,Rennes,Valenciennes,2,2,2013/2014,19.01,21:00
3991,France,lig-1,Thonon-Evian,Guingamp,1,2,2013/2014,19.01,21:00
3992,France,lig-1,PSG,Bastia,4,0,2013/2014,19.01,18:00
3993,France,lig-1,Nice,Marsilya,1,0,2013/2014,18.01,21:30
3994,France,lig-1,Reims,Toulouse,1,2,2013/2014,18.01,21:30
3995,France,lig-1,Marsilya,PSG,1,2,2013/2014,06.01,22:00
3996,France,lig-1,Bordeaux,Sochaux,4,1,2013/2014,06.01,18:00
3997,France,lig-1,Montpellier,Lyon,5,1,2013/2014,06.01,15:00
3998,France,lig-1,Guingamp,Rennes,2,0,2013/2014,05.01,21:00
3999,France,lig-1,Lille,AC Ajaccio,3,0,2013/2014,05.01,21:00
4000,France,lig-1,Nantes,Thonon-Evian,3,0,2013/2014,05.01,21:00
4001,France,lig-1,Toulouse,Nice,1,0,2013/2014,05.01,21:00
4002,France,lig-1,Valenciennes,Reims,1,1,2013/2014,05.01,21:00
4003,France,lig-1,Monaco,St. Etienne,2,1,2013/2014,05.01,18:00
4004,France,lig-1,Bastia,Lorient,4,1,2013/2014,04.01,21:30
4005,France,lig-1,Reims,Monaco,1,1,2013/2014,29.09,22:00
4006,France,lig-1,AC Ajaccio,Montpellier,1,1,2013/2014,29.09,18:00
4007,France,lig-1,Rennes,Nantes,1,3,2013/2014,29.09,15:00
4008,France,lig-1,Lyon,Lille,0,0,2013/2014,28.09,21:00
4009,France,lig-1,Nice,Guingamp,1,0,2013/2014,28.09,21:00
4010,France,lig-1,Sochaux,Valenciennes,2,0,2013/2014,28.09,21:00
4011,France,lig-1,St. Etienne,Bastia,2,2,2013/2014,28.09,21:00
4012,France,lig-1,Thonon-Evian,Bordeaux,1,1,2013/2014,28.09,21:00
4013,France,lig-1,PSG,Toulouse,2,0,2013/2014,28.09,18:00
4014,France,lig-1,Lorient,Marsilya,0,2,2013/2014,28.09,15:00
4015,France,lig-1,Montpellier,Rennes,0,0,2013/2014,26.09,22:00
4016,France,lig-1,Monaco,Bastia,3,0,2013/2014,25.09,22:00
4017,France,lig-1,AC Ajaccio,Lyon,2,1,2013/2014,25.09,20:00
4018,France,lig-1,Bordeaux,Reims,0,0,2013/2014,25.09,20:00
4019,France,lig-1,Guingamp,Sochaux,5,1,2013/2014,25.09,20:00
4020,France,lig-1,Nantes,Nice,2,0,2013/2014,25.09,20:00
4021,France,lig-1,Toulouse,Lorient,1,0,2013/2014,25.09,20:00
4022,France,lig-1,Valenciennes,PSG,0,1,2013/2014,25.09,20:00
4023,France,lig-1,Marsilya,St. Etienne,2,1,2013/2014,24.09,22:00
4024,France,lig-1,Lille,Thonon-Evian,3,0,2013/2014,24.09,20:00
4025,France,lig-1,PSG,Monaco,1,1,2013/2014,22.09,22:00
4026,France,lig-1,Lyon,Nantes,3,1,2013/2014,22.09,18:00
4027,France,lig-1,Nice,Valenciennes,4,0,2013/2014,22.09,18:00
4028,France,lig-1,Lorient,Bordeaux,3,3,2013/2014,22.09,15:00
4029,France,lig-1,Reims,Guingamp,1,1,2013/2014,21.09,21:00
4030,France,lig-1,Rennes,AC Ajaccio,2,0,2013/2014,21.09,21:00
4031,France,lig-1,Sochaux,Lille,0,2,2013/2014,21.09,21:00
4032,France,lig-1,Thonon-Evian,Montpellier,2,2,2013/2014,21.09,21:00
4033,France,lig-1,Bastia,Marsilya,0,0,2013/2014,21.09,18:00
4034,France,lig-1,St. Etienne,Toulouse,1,2,2013/2014,20.09,21:30
4035,France,lig-1,Lyon,Rennes,0,0,2013/2014,15.09,22:00
4036,France,lig-1,Lille,Nice,0,2,2013/2014,15.09,18:00
4037,France,lig-1,Monaco,Lorient,1,0,2013/2014,15.09,15:00
4038,France,lig-1,AC Ajaccio,Thonon-Evian,2,3,2013/2014,14.09,21:00
4039,France,lig-1,Guingamp,Bastia,1,1,2013/2014,14.09,21:00
4040,France,lig-1,Montpellier,Reims,0,0,2013/2014,14.09,21:00
4041,France,lig-1,Nantes,Sochaux,1,0,2013/2014,14.09,21:00
4042,France,lig-1,Valenciennes,St. Etienne,1,3,2013/2014,14.09,21:00
