,Country,Lig,home_team,away_team,home_score,away_score,season_year,Date_day,Date_hour
0,France,lig-1,Rennes,Monaco,1,2,2024/2025,05.01,22:00
1,France,lig-1,Lille,Toulouse,2,1,2024/2025,05.01,20:00
2,France,lig-1,St. Etienne,Auxerre,3,1,2024/2025,05.01,18:00
3,France,lig-1,Marsilya,Angers,1,1,2024/2025,04.01,21:45
4,France,lig-1,Strasbourg,Marsilya,1,0,2024/2025,29.09,21:45
5,France,lig-1,Angers,Reims,1,3,2024/2025,29.09,18:00
6,France,lig-1,Nantes,St. Etienne,2,2,2024/2025,29.09,18:00
7,France,lig-1,Toulouse,Lyon,1,2,2024/2025,29.09,16:00
8,France,lig-1,Monaco,Montpellier,2,1,2024/2025,28.09,22:00
9,France,lig-1,Le Havre,Lille,0,3,2024/2025,28.09,20:00
10,France,lig-1,Lens,Nice,0,0,2024/2025,28.09,18:00
11,France,lig-1,PSG,Rennes,3,1,2024/2025,27.09,22:00
12,France,lig-1,Auxerre,Brest,3,0,2024/2025,27.09,20:00
13,France,lig-1,Lyon,Marsilya,2,3,2024/2025,22.09,21:45
14,France,lig-1,Angers,Nantes,1,1,2024/2025,22.09,18:00
15,France,lig-1,Brest,Toulouse,2,0,2024/2025,22.09,18:00
16,France,lig-1,Montpellier,Auxerre,3,2,2024/2025,22.09,18:00
17,France,lig-1,Monaco,Le Havre,3,1,2024/2025,22.09,16:00
18,France,lig-1,Reims,PSG,1,1,2024/2025,21.09,22:00
19,France,lig-1,Rennes,Lens,1,1,2024/2025,21.09,20:00
20,France,lig-1,Lille,Strasbourg,3,3,2024/2025,21.09,18:00
21,France,lig-1,Nice,St. Etienne,8,0,2024/2025,20.09,21:45
22,France,lig-1,Lens,Lyon,0,0,2024/2025,15.09,21:45
23,France,lig-1,Nantes,Reims,1,2,2024/2025,15.09,18:00
24,France,lig-1,Strasbourg,Angers,1,1,2024/2025,15.09,18:00
25,France,lig-1,Toulouse,Le Havre,2,0,2024/2025,15.09,18:00
26,France,lig-1,Rennes,Montpellier,3,0,2024/2025,15.09,16:00
27,France,lig-1,PSG,Brest,3,1,2024/2025,14.09,22:00
28,France,lig-1,Auxerre,Monaco,0,3,2024/2025,14.09,20:00
29,France,lig-1,Marsilya,Nice,2,0,2024/2025,14.09,18:00
30,France,lig-1,St. Etienne,Lille,1,0,2024/2025,13.09,21:45
31,France,lig-1,Lille,PSG,1,3,2024/2025,01.09,21:45
32,France,lig-1,Angers,Nice,1,4,2024/2025,01.09,18:00
33,France,lig-1,Le Havre,Auxerre,3,1,2024/2025,01.09,18:00
34,France,lig-1,Reims,Rennes,2,1,2024/2025,01.09,18:00
35,France,lig-1,Monaco,Lens,1,1,2024/2025,01.09,16:00
36,France,lig-1,Toulouse,Marsilya,1,3,2024/2025,31.08,22:00
37,France,lig-1,Montpellier,Nantes,1,3,2024/2025,31.08,20:00
38,France,lig-1,Brest,St. Etienne,4,0,2024/2025,31.08,18:00
39,France,lig-1,Lyon,Strasbourg,4,3,2024/2025,30.08,21:45
40,France,lig-1,Marsilya,Reims,2,2,2024/2025,25.08,21:45
41,France,lig-1,Nantes,Auxerre,2,0,2024/2025,25.08,18:00
42,France,lig-1,Nice,Toulouse,1,1,2024/2025,25.08,18:00
43,France,lig-1,Strasbourg,Rennes,3,1,2024/2025,25.08,18:00
44,France,lig-1,Lens,Brest,2,0,2024/2025,25.08,16:00
45,France,lig-1,St. Etienne,Le Havre,0,2,2024/2025,24.08,22:00
46,France,lig-1,Lille,Angers,2,0,2024/2025,24.08,20:00
47,France,lig-1,Lyon,Monaco,0,2,2024/2025,24.08,18:00
48,France,lig-1,PSG,Montpellier,6,0,2024/2025,23.08,21:45
49,France,lig-1,Rennes,Lyon,3,0,2024/2025,18.08,21:45
50,France,lig-1,Angers,Lens,0,1,2024/2025,18.08,18:00
51,France,lig-1,Montpellier,Strasbourg,1,1,2024/2025,18.08,18:00
52,France,lig-1,Toulouse,Nantes,0,0,2024/2025,18.08,18:00
53,France,lig-1,Auxerre,Nice,2,1,2024/2025,18.08,16:00
54,France,lig-1,Monaco,St. Etienne,1,0,2024/2025,17.08,22:00
55,France,lig-1,Reims,Lille,0,2,2024/2025,17.08,20:00
56,France,lig-1,Brest,Marsilya,1,5,2024/2025,17.08,18:00
57,France,lig-1,Le Havre,PSG,1,4,2024/2025,16.08,21:45
58,France,lig-1,Metz,St. Etienne,2,2,2023/2024,02.06,18:00
59,France,lig-1,St. Etienne,Metz,2,1,2023/2024,30.05,21:30
60,France,lig-1,St. Etienne,Rodez,2,0,2023/2024,24.05,21:30
61,France,lig-1,Rodez,Paris FC,3,2,2023/2024,21.05,21:30
62,France,lig-1,Le Havre,Marsilya,1,2,2023/2024,19.05,22:00
63,France,lig-1,Lens,Montpellier,2,2,2023/2024,19.05,22:00
64,France,lig-1,Lille,Nice,2,2,2023/2024,19.05,22:00
65,France,lig-1,Lorient,Clermont,5,0,2023/2024,19.05,22:00
66,France,lig-1,Lyon,Strasbourg,2,1,2023/2024,19.05,22:00
67,France,lig-1,Metz,PSG,0,2,2023/2024,19.05,22:00
68,France,lig-1,Monaco,Nantes,4,0,2023/2024,19.05,22:00
69,France,lig-1,Reims,Rennes,2,1,2023/2024,19.05,22:00
70,France,lig-1,Toulouse,Brest,0,3,2023/2024,19.05,22:00
71,France,lig-1,Nice,PSG,1,2,2023/2024,15.05,22:00
72,France,lig-1,Reims,Marsilya,1,0,2023/2024,15.05,22:00
73,France,lig-1,Clermont,Lyon,0,1,2023/2024,12.05,22:00
74,France,lig-1,Marsilya,Lorient,3,1,2023/2024,12.05,22:00
75,France,lig-1,Montpellier,Monaco,0,2,2023/2024,12.05,22:00
76,France,lig-1,Nantes,Lille,1,2,2023/2024,12.05,22:00
77,France,lig-1,PSG,Toulouse,1,3,2023/2024,12.05,22:00
78,France,lig-1,Rennes,Lens,1,1,2023/2024,12.05,22:00
79,France,lig-1,Strasbourg,Metz,2,1,2023/2024,12.05,22:00
80,France,lig-1,Brest,Reims,1,1,2023/2024,10.05,22:00
81,France,lig-1,Nice,Le Havre,1,0,2023/2024,10.05,22:00
82,France,lig-1,Lille,Lyon,3,4,2023/2024,06.05,22:00
83,France,lig-1,Brest,Nantes,0,0,2023/2024,04.05,22:00
84,France,lig-1,Metz,Rennes,2,3,2023/2024,04.05,20:00
85,France,lig-1,Monaco,Clermont,4,1,2023/2024,04.05,18:00
86,France,lig-1,Le Havre,Strasbourg,3,1,2023/2024,04.05,16:00
87,France,lig-1,Lens,Lorient,2,0,2023/2024,03.05,22:00
88,France,lig-1,Toulouse,Montpellier,1,2,2023/2024,03.05,20:00
89,France,lig-1,Marsilya,Lens,2,1,2023/2024,28.04,22:00
90,France,lig-1,Lyon,Monaco,3,2,2023/2024,28.04,20:00
91,France,lig-1,Rennes,Brest,4,5,2023/2024,28.04,18:05
92,France,lig-1,Clermont,Reims,4,1,2023/2024,28.04,16:00
93,France,lig-1,Lorient,Toulouse,1,2,2023/2024,28.04,16:00
94,France,lig-1,Strasbourg,Nice,1,3,2023/2024,28.04,16:00
95,France,lig-1,Metz,Lille,1,2,2023/2024,28.04,14:00
96,France,lig-1,PSG,Le Havre,3,3,2023/2024,27.04,22:00
97,France,lig-1,"Montpellier
2",Nantes,1,1,2023/2024,26.04,22:00
98,France,lig-1,Marsilya,Nice,2,2,2023/2024,24.04,22:00
99,France,lig-1,Monaco,Lille,1,0,2023/2024,24.04,22:00
100,France,lig-1,Lorient,PSG,1,4,2023/2024,24.04,20:00
101,France,lig-1,PSG,Lyon,4,1,2023/2024,21.04,22:00
102,France,lig-1,Toulouse,Marsilya,2,2,2023/2024,21.04,20:00
103,France,lig-1,Brest,"Monaco
2",0,2,2023/2024,21.04,18:05
104,France,lig-1,Le Havre,Metz,0,1,2023/2024,21.04,16:00
105,France,lig-1,Lille,Strasbourg,1,0,2023/2024,21.04,16:00
106,France,lig-1,Reims,Montpellier,1,2,2023/2024,21.04,16:00
107,France,lig-1,Lens,Clermont,1,0,2023/2024,20.04,22:00
108,France,lig-1,Nantes,Rennes,0,3,2023/2024,20.04,18:00
109,France,lig-1,Nice,Lorient,3,0,2023/2024,19.04,22:00
110,France,lig-1,Lyon,Brest,4,3,2023/2024,14.04,21:45
111,France,lig-1,Clermont,Montpellier,1,1,2023/2024,14.04,16:00
112,France,lig-1,Le Havre,Nantes,0,1,2023/2024,14.04,14:00
113,France,lig-1,Rennes,Toulouse,1,2,2023/2024,13.04,22:00
114,France,lig-1,Strasbourg,Reims,3,1,2023/2024,13.04,18:00
115,France,lig-1,Metz,Lens,2,1,2023/2024,12.04,22:00
116,France,lig-1,Nantes,Lyon,1,3,2023/2024,07.04,21:45
117,France,lig-1,Monaco,Rennes,1,0,2023/2024,07.04,18:05
118,France,lig-1,Montpellier,Lorient,2,0,2023/2024,07.04,16:00
119,France,lig-1,Reims,Nice,0,0,2023/2024,07.04,16:00
120,France,lig-1,Toulouse,Strasbourg,0,0,2023/2024,07.04,16:00
121,France,lig-1,Brest,Metz,4,3,2023/2024,07.04,14:00
122,France,lig-1,PSG,Clermont,1,1,2023/2024,06.04,22:00
123,France,lig-1,Lens,Le Havre,1,1,2023/2024,06.04,18:00
124,France,lig-1,Lille,Marsilya,3,1,2023/2024,05.04,22:00
125,France,lig-1,Marsilya,PSG,0,2,2023/2024,31.03,21:45
126,France,lig-1,Strasbourg,Rennes,2,0,2023/2024,31.03,18:05
127,France,lig-1,Clermont,Toulouse,0,3,2023/2024,31.03,16:00
128,France,lig-1,Le Havre,Montpellier,0,2,2023/2024,31.03,16:00
129,France,lig-1,Nice,Nantes,1,2,2023/2024,31.03,16:00
130,France,lig-1,Lorient,Brest,0,1,2023/2024,31.03,14:00
131,France,lig-1,Lyon,Reims,1,1,2023/2024,30.03,23:00
132,France,lig-1,Metz,Monaco,2,5,2023/2024,30.03,19:00
133,France,lig-1,Lille,Lens,2,1,2023/2024,29.03,23:00
134,France,lig-1,Montpellier,PSG,2,6,2023/2024,17.03,22:45
135,France,lig-1,Rennes,Marsilya,2,0,2023/2024,17.03,19:05
136,France,lig-1,Clermont,Le Havre,2,1,2023/2024,17.03,17:00
137,France,lig-1,Monaco,Lorient,2,2,2023/2024,17.03,17:00
138,France,lig-1,Reims,Metz,2,1,2023/2024,17.03,17:00
139,France,lig-1,Brest,Lille,1,1,2023/2024,17.03,15:00
140,France,lig-1,Lens,Nice,1,3,2023/2024,16.03,23:00
141,France,lig-1,Nantes,Strasbourg,1,3,2023/2024,16.03,19:00
142,France,lig-1,Toulouse,Lyon,2,3,2023/2024,15.03,23:00
143,France,lig-1,Marsilya,Nantes,2,0,2023/2024,10.03,22:45
144,France,lig-1,Lille,Rennes,2,2,2023/2024,10.03,19:05
145,France,lig-1,Le Havre,Toulouse,1,0,2023/2024,10.03,17:00
146,France,lig-1,Metz,Clermont,1,0,2023/2024,10.03,17:00
147,France,lig-1,Strasbourg,Monaco,0,1,2023/2024,10.03,17:00
148,France,lig-1,PSG,Reims,2,2,2023/2024,10.03,15:00
149,France,lig-1,Lens,Brest,1,0,2023/2024,09.03,23:00
150,France,lig-1,Lorient,Lyon,0,2,2023/2024,09.03,19:00
151,France,lig-1,Nice,Montpellier,1,2,2023/2024,08.03,23:00
152,France,lig-1,Lyon,Lens,0,3,2023/2024,03.03,22:45
153,France,lig-1,Rennes,Lorient,1,2,2023/2024,03.03,19:05
154,France,lig-1,Brest,Le Havre,1,0,2023/2024,03.03,17:00
155,France,lig-1,Montpellier,Strasbourg,2,2,2023/2024,03.03,17:00
156,France,lig-1,Nantes,Metz,0,2,2023/2024,03.03,17:00
157,France,lig-1,Toulouse,Nice,2,1,2023/2024,03.03,15:00
158,France,lig-1,Clermont,Marsilya,1,5,2023/2024,02.03,23:00
159,France,lig-1,Reims,Lille,0,1,2023/2024,02.03,19:00
160,France,lig-1,Monaco,PSG,0,0,2023/2024,01.03,23:00
161,France,lig-1,Marsilya,Montpellier,4,1,2023/2024,25.02,22:45
162,France,lig-1,PSG,Rennes,1,1,2023/2024,25.02,19:05
163,France,lig-1,Le Havre,Reims,1,2,2023/2024,25.02,17:00
164,France,lig-1,Nice,Clermont,0,0,2023/2024,25.02,17:00
165,France,lig-1,Toulouse,Lille,3,1,2023/2024,25.02,17:00
166,France,lig-1,Lens,Monaco,2,3,2023/2024,25.02,15:00
167,France,lig-1,Strasbourg,Brest,0,3,2023/2024,24.02,23:00
168,France,lig-1,Lorient,Nantes,0,1,2023/2024,24.02,19:00
169,France,lig-1,Metz,Lyon,1,2,2023/2024,23.02,23:00
170,France,lig-1,Brest,Marsilya,1,0,2023/2024,18.02,22:45
171,France,lig-1,Reims,Lens,1,1,2023/2024,18.02,19:05
172,France,lig-1,Monaco,Toulouse,1,2,2023/2024,18.02,17:00
173,France,lig-1,Montpellier,Metz,3,0,2023/2024,18.02,17:00
174,France,lig-1,Rennes,Clermont,3,1,2023/2024,18.02,17:00
175,France,lig-1,Strasbourg,Lorient,1,3,2023/2024,18.02,15:00
176,France,lig-1,Nantes,PSG,0,2,2023/2024,17.02,23:00
177,France,lig-1,Lille,Le Havre,3,0,2023/2024,17.02,19:00
178,France,lig-1,Lyon,Nice,1,0,2023/2024,16.02,23:00
179,France,lig-1,Nice,Monaco,2,3,2023/2024,11.02,22:45
180,France,lig-1,Montpellier,Lyon,1,2,2023/2024,11.02,19:05
181,France,lig-1,Clermont,Brest,1,1,2023/2024,11.02,17:00
182,France,lig-1,Lorient,Reims,2,0,2023/2024,11.02,17:00
183,France,lig-1,Toulouse,Nantes,1,2,2023/2024,11.02,17:00
184,France,lig-1,Le Havre,Rennes,0,1,2023/2024,11.02,15:00
185,France,lig-1,PSG,Lille,3,1,2023/2024,10.02,23:00
186,France,lig-1,Lens,Strasbourg,3,1,2023/2024,10.02,19:00
187,France,lig-1,Marsilya,Metz,1,1,2023/2024,09.02,23:00
188,France,lig-1,Lyon,Marsilya,1,0,2023/2024,04.02,22:45
189,France,lig-1,Brest,Nice,0,0,2023/2024,04.02,19:05
190,France,lig-1,Lille,Clermont,4,0,2023/2024,04.02,17:00
191,France,lig-1,Metz,Lorient,1,2,2023/2024,04.02,17:00
192,France,lig-1,Reims,Toulouse,2,3,2023/2024,04.02,17:00
193,France,lig-1,Monaco,Le Havre,1,1,2023/2024,04.02,15:00
194,France,lig-1,Nantes,Lens,0,1,2023/2024,03.02,23:00
195,France,lig-1,Rennes,Montpellier,2,1,2023/2024,03.02,19:00
196,France,lig-1,Strasbourg,PSG,1,2,2023/2024,02.02,23:00
197,France,lig-1,PSG,Brest,2,2,2023/2024,28.01,22:45
198,France,lig-1,Toulouse,Lens,0,2,2023/2024,28.01,19:05
199,France,lig-1,Clermont,Strasbourg,1,1,2023/2024,28.01,17:00
200,France,lig-1,Lorient,Le Havre,3,3,2023/2024,28.01,17:00
201,France,lig-1,Reims,Nantes,0,0,2023/2024,28.01,17:00
202,France,lig-1,Montpellier,Lille,0,0,2023/2024,28.01,15:00
203,France,lig-1,Marsilya,"Monaco
2",2,2,2023/2024,27.01,23:00
204,France,lig-1,Nice,Metz,1,0,2023/2024,27.01,19:00
205,France,lig-1,Lyon,Rennes,2,3,2023/2024,26.01,23:00
206,France,lig-1,Lens,PSG,0,2,2023/2024,14.01,22:45
207,France,lig-1,Le Havre,"Lyon
2",3,1,2023/2024,14.01,19:05
208,France,lig-1,Brest,Montpellier,2,0,2023/2024,14.01,17:00
209,France,lig-1,Metz,Toulouse,0,1,2023/2024,14.01,17:00
210,France,lig-1,Nantes,Clermont,1,2,2023/2024,14.01,17:00
211,France,lig-1,Lille,Lorient,3,0,2023/2024,14.01,15:00
212,France,lig-1,Rennes,Nice,2,0,2023/2024,13.01,23:00
213,France,lig-1,Monaco,Reims,1,3,2023/2024,13.01,19:00
214,France,lig-1,Marsilya,Strasbourg,1,1,2023/2024,12.01,23:00
215,France,lig-1,Brest,Lorient,4,0,2023/2024,20.12,23:00
216,France,lig-1,Clermont,Rennes,1,3,2023/2024,20.12,23:00
217,France,lig-1,Lyon,Nantes,1,0,2023/2024,20.12,23:00
218,France,lig-1,Montpellier,Marsilya,1,1,2023/2024,20.12,23:00
219,France,lig-1,Nice,Lens,2,0,2023/2024,20.12,23:00
220,France,lig-1,PSG,Metz,3,1,2023/2024,20.12,23:00
221,France,lig-1,Reims,Le Havre,1,0,2023/2024,20.12,23:00
222,France,lig-1,Strasbourg,Lille,2,1,2023/2024,20.12,23:00
223,France,lig-1,Toulouse,Monaco,1,2,2023/2024,20.12,23:00
224,France,lig-1,Lille,PSG,1,1,2023/2024,17.12,22:45
225,France,lig-1,Marsilya,Clermont,2,1,2023/2024,17.12,19:05
226,France,lig-1,Lorient,Strasbourg,1,2,2023/2024,17.12,17:00
227,France,lig-1,Metz,Montpellier,0,1,2023/2024,17.12,17:00
228,France,lig-1,Toulouse,Rennes,0,0,2023/2024,17.12,17:00
229,France,lig-1,Nantes,Brest,0,2,2023/2024,17.12,15:00
230,France,lig-1,Lens,Reims,2,0,2023/2024,16.12,23:00
231,France,lig-1,Le Havre,Nice,3,1,2023/2024,16.12,19:00
232,France,lig-1,Monaco,Lyon,0,1,2023/2024,15.12,23:00
233,France,lig-1,Lorient,Marsilya,2,4,2023/2024,10.12,22:45
234,France,lig-1,Lyon,Toulouse,3,0,2023/2024,10.12,19:05
235,France,lig-1,Clermont,Lille,0,0,2023/2024,10.12,17:00
236,France,lig-1,Metz,Brest,0,1,2023/2024,10.12,17:00
237,France,lig-1,Strasbourg,Le Havre,2,1,2023/2024,10.12,17:00
238,France,lig-1,Nice,Reims,2,1,2023/2024,10.12,15:00
239,France,lig-1,PSG,Nantes,2,1,2023/2024,09.12,23:00
240,France,lig-1,Rennes,Monaco,1,2,2023/2024,09.12,19:00
241,France,lig-1,Montpellier,Lens,0,0,2023/2024,08.12,23:00
242,France,lig-1,Brest,Strasbourg,1,1,2023/2024,07.12,22:30
243,France,lig-1,Marsilya,Lyon,3,0,2023/2024,06.12,23:00
244,France,lig-1,Marsilya,Rennes,2,0,2023/2024,03.12,22:45
245,France,lig-1,Lille,Metz,2,0,2023/2024,03.12,19:05
246,France,lig-1,Brest,Clermont,3,0,2023/2024,03.12,17:00
247,France,lig-1,Monaco,Montpellier,2,0,2023/2024,03.12,17:00
248,France,lig-1,Toulouse,Lorient,1,1,2023/2024,03.12,17:00
249,France,lig-1,Le Havre,PSG,0,2,2023/2024,03.12,15:00
250,France,lig-1,Nantes,Nice,1,0,2023/2024,02.12,23:00
251,France,lig-1,Lens,Lyon,3,2,2023/2024,02.12,19:00
252,France,lig-1,Reims,Strasbourg,2,1,2023/2024,01.12,23:00
253,France,lig-1,Montpellier,Clermont,1,1,2023/2024,29.11,21:00
254,France,lig-1,Lyon,Lille,0,2,2023/2024,26.11,22:45
255,France,lig-1,Rennes,Reims,3,1,2023/2024,26.11,19:05
256,France,lig-1,Lorient,Metz,2,3,2023/2024,26.11,17:00
257,France,lig-1,Montpellier,Brest,1,3,2023/2024,26.11,17:00
258,France,lig-1,Nantes,Le Havre,0,0,2023/2024,26.11,17:00
259,France,lig-1,Nice,Toulouse,1,0,2023/2024,26.11,15:00
260,France,lig-1,Strasbourg,Marsilya,1,1,2023/2024,25.11,23:00
261,France,lig-1,Clermont,Lens,0,3,2023/2024,25.11,19:00
262,France,lig-1,PSG,Monaco,5,2,2023/2024,24.11,23:00
263,France,lig-1,Lens,Marsilya,1,0,2023/2024,12.11,22:45
264,France,lig-1,Rennes,Lyon,0,1,2023/2024,12.11,19:05
265,France,lig-1,Clermont,Lorient,1,0,2023/2024,12.11,17:00
266,France,lig-1,Lille,Toulouse,1,1,2023/2024,12.11,17:00
267,France,lig-1,Metz,Nantes,3,1,2023/2024,12.11,17:00
268,France,lig-1,Le Havre,Monaco,0,0,2023/2024,11.11,23:00
269,France,lig-1,Reims,PSG,0,3,2023/2024,11.11,19:00
270,France,lig-1,Montpellier,Nice,0,0,2023/2024,10.11,23:00
271,France,lig-1,Nice,Rennes,2,0,2023/2024,05.11,22:45
272,France,lig-1,Monaco,Brest,2,0,2023/2024,05.11,19:05
273,France,lig-1,Nantes,Reims,0,1,2023/2024,05.11,17:00
274,France,lig-1,Strasbourg,Clermont,0,0,2023/2024,05.11,17:00
275,France,lig-1,Toulouse,Le Havre,1,2,2023/2024,05.11,17:00
276,France,lig-1,Lyon,Metz,1,1,2023/2024,05.11,15:00
277,France,lig-1,Marsilya,Lille,0,0,2023/2024,04.11,23:00
278,France,lig-1,Lorient,Lens,0,0,2023/2024,04.11,19:00
279,France,lig-1,PSG,Montpellier,3,0,2023/2024,03.11,23:00
280,France,lig-1,Rennes,Strasbourg,1,1,2023/2024,29.01,19:05
281,France,lig-1,Lille,Monaco,2,0,2023/2024,29.01,17:00
282,France,lig-1,Metz,Le Havre,0,0,2023/2024,29.01,17:00
283,France,lig-1,Montpellier,Toulouse,3,0,2023/2024,29.01,17:00
284,France,lig-1,Brest,PSG,2,3,2023/2024,29.01,15:00
285,France,lig-1,Lens,Nantes,4,0,2023/2024,28.01,22:00
286,France,lig-1,Reims,Lorient,1,0,2023/2024,28.01,18:00
287,France,lig-1,Clermont,Nice,0,1,2023/2024,27.01,22:00
288,France,lig-1,Lyon,Clermont,1,2,2023/2024,22.01,21:45
289,France,lig-1,Monaco,Metz,2,1,2023/2024,22.01,18:05
290,France,lig-1,Lille,Brest,1,0,2023/2024,22.01,16:00
291,France,lig-1,Nantes,Montpellier,2,0,2023/2024,22.01,16:00
292,France,lig-1,Toulouse,Reims,1,1,2023/2024,22.01,16:00
293,France,lig-1,Lorient,Rennes,2,1,2023/2024,22.01,14:00
294,France,lig-1,Nice,Marsilya,1,0,2023/2024,21.01,22:00
295,France,lig-1,PSG,Strasbourg,3,0,2023/2024,21.01,18:00
296,France,lig-1,Le Havre,Lens,0,0,2023/2024,20.01,22:00
297,France,lig-1,Rennes,PSG,1,3,2023/2024,08.01,21:45
298,France,lig-1,Lens,Lille,1,1,2023/2024,08.01,18:05
299,France,lig-1,Brest,Toulouse,1,1,2023/2024,08.01,16:00
300,France,lig-1,Lyon,Lorient,3,3,2023/2024,08.01,16:00
301,France,lig-1,Marsilya,Le Havre,3,0,2023/2024,08.01,14:00
302,France,lig-1,Reims,Monaco,1,3,2023/2024,07.01,22:00
303,France,lig-1,Metz,Nice,0,1,2023/2024,07.01,18:00
304,France,lig-1,Strasbourg,Nantes,1,2,2023/2024,06.01,22:00
305,France,lig-1,Rennes,Nantes,3,1,2023/2024,01.01,21:45
306,France,lig-1,Lorient,Montpellier,0,3,2023/2024,01.01,18:05
307,France,lig-1,Le Havre,Lille,0,2,2023/2024,01.01,16:00
308,France,lig-1,Nice,Brest,0,0,2023/2024,01.01,16:00
309,France,lig-1,Toulouse,Metz,3,0,2023/2024,01.01,16:00
310,France,lig-1,Reims,Lyon,2,0,2023/2024,01.01,14:00
311,France,lig-1,Monaco,Marsilya,3,2,2023/2024,30.09,22:00
312,France,lig-1,Clermont,PSG,0,0,2023/2024,30.09,18:00
313,France,lig-1,Strasbourg,Lens,0,1,2023/2024,29.09,22:00
314,France,lig-1,Lille,Reims,1,2,2023/2024,26.09,22:00
315,France,lig-1,PSG,Marsilya,4,0,2023/2024,24.09,21:45
316,France,lig-1,Montpellier,Rennes,0,0,2023/2024,24.09,18:05
317,France,lig-1,Le Havre,Clermont,2,1,2023/2024,24.09,16:00
318,France,lig-1,Lens,Toulouse,2,1,2023/2024,24.09,16:00
319,France,lig-1,Metz,Strasbourg,0,1,2023/2024,24.09,14:00
320,France,lig-1,Brest,Lyon,1,0,2023/2024,23.09,22:00
321,France,lig-1,Nantes,Lorient,5,3,2023/2024,23.09,18:00
322,France,lig-1,Monaco,Nice,0,1,2023/2024,22.09,22:00
323,France,lig-1,Lyon,Le Havre,0,0,2023/2024,17.09,21:45
324,France,lig-1,Marsilya,Toulouse,0,0,2023/2024,17.09,18:05
325,France,lig-1,Clermont,Nantes,0,1,2023/2024,17.09,16:00
326,France,lig-1,Reims,Brest,1,2,2023/2024,17.09,16:00
327,France,lig-1,Strasbourg,Montpellier,2,2,2023/2024,17.09,16:00
328,France,lig-1,Lorient,Monaco,2,2,2023/2024,17.09,14:00
329,France,lig-1,Lens,Metz,0,1,2023/2024,16.09,22:00
330,France,lig-1,Rennes,Lille,2,2,2023/2024,16.09,18:00
331,France,lig-1,PSG,Nice,2,3,2023/2024,15.09,22:00
332,France,lig-1,Lyon,PSG,1,4,2023/2024,03.09,21:45
333,France,lig-1,Nice,Strasbourg,2,0,2023/2024,03.09,18:05
334,France,lig-1,Le Havre,Lorient,3,0,2023/2024,03.09,16:00
335,France,lig-1,Lille,Montpellier,1,0,2023/2024,03.09,16:00
336,France,lig-1,Metz,Reims,2,2,2023/2024,03.09,16:00
337,France,lig-1,Toulouse,Clermont,2,2,2023/2024,03.09,14:00
338,France,lig-1,Monaco,Lens,3,0,2023/2024,02.09,22:00
339,France,lig-1,Brest,Rennes,0,0,2023/2024,02.09,18:00
340,France,lig-1,Nantes,Marsilya,1,1,2023/2024,01.09,22:00
341,France,lig-1,Nice,Lyon,0,0,2023/2024,27.08,21:45
342,France,lig-1,Lorient,Lille,4,1,2023/2024,27.08,18:05
343,France,lig-1,Clermont,Metz,0,1,2023/2024,27.08,16:00
344,France,lig-1,Montpellier,Reims,1,3,2023/2024,27.08,16:00
345,France,lig-1,Strasbourg,Toulouse,2,0,2023/2024,27.08,16:00
346,France,lig-1,Rennes,Le Havre,2,2,2023/2024,27.08,14:00
347,France,lig-1,PSG,Lens,3,1,2023/2024,26.08,22:00
348,France,lig-1,Marsilya,Brest,2,0,2023/2024,26.08,20:00
349,France,lig-1,Nantes,Monaco,3,3,2023/2024,25.08,22:00
350,France,lig-1,Lens,Rennes,1,1,2023/2024,20.08,21:45
351,France,lig-1,Monaco,Strasbourg,3,0,2023/2024,20.08,20:00
352,France,lig-1,Le Havre,Brest,1,2,2023/2024,20.08,16:00
353,France,lig-1,Lorient,Nice,1,1,2023/2024,20.08,16:00
354,France,lig-1,Reims,Clermont,2,0,2023/2024,20.08,16:00
355,France,lig-1,Lille,Nantes,2,0,2023/2024,20.08,14:00
356,France,lig-1,Toulouse,PSG,1,1,2023/2024,19.08,22:00
357,France,lig-1,Lyon,Montpellier,1,4,2023/2024,19.08,20:00
358,France,lig-1,Metz,Marsilya,2,2,2023/2024,18.08,22:00
359,France,lig-1,Strasbourg,Lyon,2,1,2023/2024,13.08,21:45
360,France,lig-1,Rennes,Metz,5,1,2023/2024,13.08,18:05
361,France,lig-1,Clermont,Monaco,2,4,2023/2024,13.08,16:00
362,France,lig-1,Montpellier,Le Havre,2,2,2023/2024,13.08,16:00
363,France,lig-1,Nantes,Toulouse,1,2,2023/2024,13.08,16:00
364,France,lig-1,Brest,Lens,3,2,2023/2024,13.08,14:00
365,France,lig-1,PSG,Lorient,0,0,2023/2024,12.08,22:00
366,France,lig-1,Marsilya,Reims,2,1,2023/2024,12.08,18:00
367,France,lig-1,Nice,Lille,1,1,2023/2024,11.08,22:00
368,France,lig-1,AC Ajaccio,Marsilya,1,0,2022/2023,03.06,22:00
369,France,lig-1,Auxerre,Lens,1,3,2022/2023,03.06,22:00
370,France,lig-1,Brest,Rennes,1,2,2022/2023,03.06,22:00
371,France,lig-1,Lorient,Strasbourg,2,1,2022/2023,03.06,22:00
372,France,lig-1,Monaco,Toulouse,1,2,2022/2023,03.06,22:00
373,France,lig-1,Nantes,Angers,1,0,2022/2023,03.06,22:00
374,France,lig-1,Nice,Lyon,3,1,2022/2023,03.06,22:00
375,France,lig-1,PSG,Clermont,2,3,2022/2023,03.06,22:00
376,France,lig-1,Reims,Montpellier,1,3,2022/2023,03.06,22:00
